Name,Store,Category,Price,Image URL,Product URL,Description
Vanilla Ice Cream Sandwiches,Zehrs,Frozen Food,10,https://assets.shop.loblaws.ca/products/21013432/b3/en/front/21013432_front_a06_@2.png,https://www.zehrs.ca/vanilla-ice-cream-sandwiches/p/21013432_EA,This classic ice cream sandwich will be a crowd pleaser during those hot days or when you want an easy sweet treat. Product Number: 21013432_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Super Ice Cream Sandwich Vanilla,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20111532/b3/en/front/20111532_front_a06_@2.png,https://www.zehrs.ca/super-ice-cream-sandwich-vanilla/p/20111532_EA,"Canada’s favourite ice cream sandwich. Savour the perfect blend of creamy vanilla ice cream nestled between two chocolate wafers. Made in our separate state-of-the-art nut free facility with all natural flavour and 100% Canadian dairy, this treat is peanut/nut free for those with dietary restrictions. Product Number: 20111532_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Canadian Collection Almonds & Milk Chocolate Ice Cream Bar,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20323757001/b3/en/front/20323757001_front_a06_@2.png,https://www.zehrs.ca/canadian-collection-almonds-milk-chocolate-ice-cre/p/20323757001_EA,"With each indulgent bite, you will experience the smooth creaminess of vanilla ice cream, perfectly complemented by the nutty crunch of almonds enrobed in the rich sweetness of a milk chocolate shell. Imagine in the perfect balance of creamy, crunchy, and chocolatey goodness that will leave you craving more. Product Number: 20323757001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Lolly Fruity,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20348169/b3/en/front/20348169_front_a06_@2.png,https://www.zehrs.ca/lolly-fruity/p/20348169_EA,"Our Li’l Lolly Fruity contains four mouthwatering flavours. From the tangy kick of Blue Raspberry to the sweet freshness of Strawberry, the juicy Peach, and the citrus of Lemon Lime, each lolly offers a refreshing taste of summer. These natural flavour, natural colour, peanut, nut, and gluten free treats are perfect at only 40 calories per lolly. Cool down with this icy snack and savour the variety! Product Number: 20348169_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Ice Milk Fudge Bars,Zehrs,Frozen Food,10,https://assets.shop.loblaws.ca/products/20347400002/b3/en/front/20347400002_front_a06_@2.png,https://www.zehrs.ca/ice-milk-fudge-bars/p/20347400002_EA,These classic fudge bars will be a favourite for the chocolate lover in your life. Product Number: 20347400002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Original Frozen Whipped Topping,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/20030369001/b3/en/front/20030369001_front_a06_@2.png,https://www.zehrs.ca/original-frozen-whipped-topping/p/20030369001_EA,"With the simple addition of Cool Whip, ordinary becomes extraordinary and the familiar becomes fantastic! Cool and creamy, Cool Whip allows you to treat yourself and make everyday a little more special! Try layering Cool Whip in desserts or make breakfast exciting by using it to top your waffles. Dip your fruit in it for a sweet treat or dollop Cool Whip on top of hot cocoa as a delightful finishing touch. One 1 L tub of Cool Whip Original Whipped Topping Cool Whip Original Whipped Topping is a one-of-a-kind dessert topping Whipped topping makes it easy to add sweet creaminess to any dessert Keep refrigerated to maximize freshness Product Number: 20030369001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Canadian Collection Vanilla & Milk Chocolate Ice Cream Bar,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20323757004/b3/en/front/20323757004_front_a06_@2.png,https://www.zehrs.ca/canadian-collection-vanilla-milk-chocolate-ice-cre/p/20323757004_EA,"Whether you are craving the comforting taste of vanilla or the decadent allure of chocolate this is a timeless treat. With every bite, experience a delightful contrast of textures — the creamy coolness of the vanilla ice cream against the crisp snap of the milk chocolate shell. Our Vanilla & Milk Chocolate Ice Cream Bar is sure to satisfy your cravings and elevate your dessert experience to new heights. Product Number: 20323757004_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Scoop Shop Cotton Candy Ice Cream,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/21575303/b3/en/front/21575303_front_a06_@2.png,https://www.zehrs.ca/scoop-shop-cotton-candy-ice-cream/p/21575303_EA,"Call us nostalgic, but you’d be hard pressed to top the taste of a classic ice cream shoppe scoop. That was our inspiration when we created PC® Scoop Shop Cotton Candy Ice Cream. This quintessential summer treat is made with Canadian milk and cream, natural flavour and colours. We wanted to relive our ice cream dreams but make them even better than we remember. So, we took a creamy pink cotton candy flavoured ice cream and swirled it with a blue cotton candy flavoured ice cream to create those over-the-top flavours you used to crave. The only question now is sugar cone, waffle cone, or straight from the tub? Product Number: 21575303_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
French Vanilla Frozen Dessert with real vanilla,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20301305002/b3/en/front/20301305002_front_a06_@2.png,https://www.zehrs.ca/french-vanilla-frozen-dessert-with-real-vanilla/p/20301305002_EA,"Breyers Family Classic French Vanilla Frozen dessert is made from real vanilla bean and all natural colours and flavours for a classic taste the whole family will love The perfect complement to your favourite dessert, and great all by itself Crafted in Canada with real vanilla flavour Made using 100% natural and sustainably sourced real vanilla beans from Rainforest Alliance Certified™ farms This delicious Breyers frozen dessert is also kosher certified and gluten-free Breyers is proudly made in Simcoe, Ontario, using 100% Canadian Dairy and sustainably sourced vanilla beans Product Number: 20301305002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Super Cone Chocolate and Vanilla Ice Cream with Caramel Centre,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20117581001/b3/en/front/20117581001_front_a06_@2.png,https://www.zehrs.ca/super-cone-chocolate-and-vanilla-ice-cream-with-ca/p/20117581001_EA,"Sweet Craving Fix: Indulge in this classic sugar cone lined with chocolate and filled with your choice of creamy vanilla or rich chocolate ice cream. A ribbon of golden caramel through the centre adds a luxurious sweetness and a tantalizingly gooey texture, while the chocolate topping and chocolate coated rice crisps add a satisfying crunch and a touch of decadence. Chapman’s Super Cones are made with 100% Canadian Dairy and are Peanut/Nut Free. Product Number: 20117581001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Markdale Creamery Vanilla Ice Cream,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20315236001/b3/en/front/20315236001_front_a06_@2.png,https://www.zehrs.ca/markdale-creamery-vanilla-ice-cream/p/20315236001_EA,"Markdale Creamery Vanilla is our most popular ice cream, filled with creaminess from 100% Canadian dairy. No artificial flavours or colours; and, made in our separate state-of-the-art nut free facility, Markdale Creamery Vanilla is peanut/nut free, gluten free, and egg free without sacrificing taste. In an easy to slice or scoop format making it perfect for homemade recipes. Product Number: 20315236001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Cookies & Cream Ice Cream Sandwiches,Zehrs,Frozen Food,10,https://assets.shop.loblaws.ca/products/21283326/b3/en/front/21283326_front_a06_@2.png,https://www.zehrs.ca/cookies-cream-ice-cream-sandwiches/p/21283326_EA,Product Number: 21283326_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Whipped Topping,Zehrs,Frozen Food,4.29,https://assets.shop.loblaws.ca/products/20113422001/b3/en/front/20113422001_front_a06_@2.png,https://www.zehrs.ca/whipped-topping/p/20113422001_EA,Product Number: 20113422001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Drumstick Vanilla Caramel Cones,Zehrs,Frozen Food,5.49,https://assets.shop.loblaws.ca/products/20322380001/b3/en/front/20322380001_front_a06_@2.png,https://www.zehrs.ca/drumstick-vanilla-caramel-cones/p/20322380001_EA,"Vanilla and caramel are a flavour combination like no other. Each NESTLÉ® DRUMSTICK® Vanilla Caramel Cone (4 x 140 ml) features a sweet caramel centre, surrounded by a delicious vanilla frozen dessert that's all dipped in a chocolatey shell and topped with crunchy peanuts. Now that's a flavour combination everyone will love. Plus, it's all crafted in Canada with dairy from Canadian cows, without any artificial colours. Product Number: 20322380001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Super Fudge Ice Milk Bar,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20072328002/b3/en/front/20072328002_front_a06_@2.png,https://www.zehrs.ca/super-fudge-ice-milk-bar/p/20072328002_EA,Low Fat Fudge – yes they really do go together! The classic flavour of your favourite chocolate malted milkshake frozen in a refreshing bar that has been enjoyed by all ages for years. Our Super Fudge bars are uniquely allergen friendly with a gluten free malt flavour. Made with a 100% Canadian Dairy in our separate state-of-the-art nut free facility so everyone can enjoy this nostalgic treat. Product Number: 20072328002_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Vanilla Frozen Dessert made with real Vanilla,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20301305006/b3/en/front/20301305006_front_a06_@2.png,https://www.zehrs.ca/vanilla-frozen-dessert-made-with-real-vanilla/p/20301305006_EA,"Breyers Family Classic Vanilla Frozen Dessert is made from real vanilla bean and all natural colours and flavours for a classic taste the whole family will love The perfect complement to your favourite dessert, and great all by itself Crafted in Canada with real vanilla flavour Made using 100% natural and sustainably sourced real vanilla beans from Rainforest Alliance Certified™ farms This delicious Breyers frozen dessert is also kosher certified and gluten-free Breyers is proudly made in Simcoe, Ontario, using 100% Canadian Dairy and sustainably sourced vanilla beans. Product Number: 20301305006_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Lolly Triple Treat (Blue Raspberry/Strawberry/Grape),Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20950734/b3/en/front/20950734_front_a06_@2.png,https://www.zehrs.ca/lolly-triple-treat-blue-raspberry-strawberry-grape/p/20950734_EA,"Our Triple Treat is triple the flavour and triple the fun. First up, Blue Raspberry delivers a tangy burst of blueberry and raspberry goodness, next the sweet juiciness of Strawberry, bursting with ripe berry flavor, and finally Grape, a crisp and fruity delight all on a single stick. This tantalizing trio is Peanut/Nut Free and Gluten Free as well as naturally flavoured and coloured. With each lick, experience a different flavour that will keep you coming back for more! Product Number: 20950734_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Space Pops,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/20031065001/b3/en/front/20031065001_front_a06_@2.png,https://www.zehrs.ca/space-pops/p/20031065001_EA,"Raspberry, grape and lemon-lime flavoured ice pops. Product Number: 20031065001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Scoop Shop Birthday Cake Ice Cream,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/21575127/b3/en/front/21575127_front_a06_@2.png,https://www.zehrs.ca/scoop-shop-birthday-cake-ice-cream/p/21575127_EA,"Call us nostalgic, but you’d be hard pressed to top the taste of a classic ice cream shoppe scoop. That was our inspiration when we created PC® Scoop Shop Birthday Cake Ice Cream. This quintessential summer treat is made with Canadian milk and cream, natural flavour and colours. We wanted to relive our ice cream dreams but make them even better than we remember. So, we took a creamy vanilla birthday cake ice cream base and flecked with a rainbow of colourful sprinkles to create celebration worthy of any cup or cone. The only question now is sugar cone, waffle cone, or straight from the tub? Product Number: 21575127_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Vanilla Ice Milk Bars,Zehrs,Frozen Food,10,https://assets.shop.loblaws.ca/products/20347400001/b3/en/front/20347400001_front_a06_@2.png,https://www.zehrs.ca/vanilla-ice-milk-bars/p/20347400001_EA,Vanilla ice milk bars in a chocolatey coating. Product Number: 20347400001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Sliced Strawberries,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/20312227/b3/en/front/20312227_front_a06_@2.png,https://www.zehrs.ca/sliced-strawberries/p/20312227_EA,"Picked when fully ripened, sweet and juicy these strawberries are then sliced and frozen in a convenient resealable package. They’re ready to add to everything from smoothies and cereal to yogurt and ice cream. Try them in recipes for muffins, cakes, pies and tarts, too. Product Number: 20312227_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Blueberries Cultivated,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21377841/b3/en/front/21377841_front_a06_@2.png,https://www.zehrs.ca/blueberries-cultivated/p/21377841_EA,Product Number: 21377841_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Broccoli Florets,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20318915/b3/en/front/20318915_front_a06_@2.png,https://www.zehrs.ca/broccoli-florets/p/20318915_EA,"These fresh-tasting, premium cut broccoli florets are individually quick frozen for your convenience. Product Number: 20318915_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Green Peas,Zehrs,Frozen Food,3.99,https://assets.shop.loblaws.ca/products/20312260/b3/en/front/20312260_front_a06_@2.png,https://www.zehrs.ca/green-peas/p/20312260_EA,Frozen green peas. Canada A. Individually quick frozen. Product Number: 20312260_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Frozen Red Raspberries,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21496426/b3/en/front/21496426_front_a06_@2.png,https://www.zehrs.ca/frozen-red-raspberries/p/21496426_EA,Product Number: 21496426_EA
Naturally Imperfect Frozen Berry Blend,Zehrs,Frozen Food,14.99,https://assets.shop.loblaws.ca/products/21480144/b3/en/front/21480144_front_a06_@2.png,https://www.zehrs.ca/naturally-imperfect-frozen-berry-blend/p/21480144_EA,"Naturally Imperfect Frozen Berry Blend includes strawberries, cultivated blueberries, blackberries, and raspberries. Use frozen in smoothies or thaw and add in cereal, yogurt, or ice cream. Product Number: 21480144_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Chopped Spinach,Zehrs,Frozen Food,1.79,https://assets.shop.loblaws.ca/products/20611796/b3/en/front/20611796_front_a06_@2.png,https://www.zehrs.ca/chopped-spinach/p/20611796_EA,Frozen chopped spinach. Grade A. Product Number: 20611796_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Frozen 4-Berry Blend,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21495430/b3/en/front/21495430_front_a06_@2.png,https://www.zehrs.ca/frozen-4-berry-blend/p/21495430_EA,"Ideal for milkshakes, smoothies, or baked delights, stock up on our Frozen 4-Berry Blend. Free from artificial flavours, enjoy these berries as toppings for cereal, yogurt, or ice cream. Product Number: 21495430_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Canadian Wild Blueberries,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21381753/b3/en/front/21381753_front_a06_@2.png,https://www.zehrs.ca/canadian-wild-blueberries/p/21381753_EA,Product Number: 21381753_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Pitted Dark Sweet Cherries,Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/20419259/b3/en/front/20419259_front_a06_@2.png,https://www.zehrs.ca/pitted-dark-sweet-cherries/p/20419259_EA,"Rich and juicy sweet cherries are picked when perfectly ripe and quickly frozen to enjoy at any time of year. Use to blend in milkshakes and smoothies, bake in pies, crumbles, cakes and other desserts. Or simmer and serve over ice cream, crepes or waffles. Product Number: 20419259_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Whole Kernel Corn,Zehrs,Frozen Food,3.99,https://assets.shop.loblaws.ca/products/20306375/b3/en/front/20306375_front_a06_@2.png,https://www.zehrs.ca/whole-kernel-corn/p/20306375_EA,Frozen whole kernel corn. Canada A. Individually quick frozen. Product Number: 20306375_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Mixed Vegetables,Zehrs,Frozen Food,3.99,https://assets.shop.loblaws.ca/products/20301012/b3/en/front/20301012_front_a06_@2.png,https://www.zehrs.ca/mixed-vegetables/p/20301012_EA,"Frozen peas, carrots, whole kernel corn, green beans and lima beans. Canada A. Individually quick frozen. Product Number: 20301012_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Edamame,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20308556/b3/en/front/20308556_front_a06_@2.png,https://www.zehrs.ca/edamame/p/20308556_EA,"Individually quick-frozen within 24 hours of harvesting, these shelled edamame are wholesome and loaded with flavour. Enjoy them warm or cold – as a snack, side dish or in salads. Product Number: 20308556_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Peaches N Cream Corn,Zehrs,Frozen Food,3.49,https://assets.shop.loblaws.ca/products/21022270/b3/en/front/21022270_front_a06_@2.png,https://www.zehrs.ca/peaches-n-cream-corn/p/21022270_EA,Product Number: 21022270_EA
Summer Sweet Peas,Zehrs,Frozen Food,3.49,https://assets.shop.loblaws.ca/products/21022302/b3/en/front/21022302_front_a06_@2.png,https://www.zehrs.ca/summer-sweet-peas/p/21022302_EA,100 % NATURAL. Picked at the peak of perfection. From farm fresh to flash frozen within hours. Nutrients locked in. NO preservatives. Like all Canadian plain frozen vegetables Product Number: 21022302_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
"Dark Sweet Cherries, Blueberries and Blackberries Power Fruit Blend",Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/20910293/b3/en/front/20910293_front_a06_@2.png,https://www.zehrs.ca/dark-sweet-cherries-blueberries-and-blackberries-p/p/20910293_EA,"Enjoy a naturally sweet taste of ripe fruit at any time of year with this colourful mix of sweet cherries, blueberries and blackberries. Use in smoothies and bake in muffins or pies. As a topping for French toast, simmer fruit with a touch of maple syrup. It's a colourful cherry berry combination in one convenient package. Product Number: 20910293_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Peaches, Strawberries, Pineapple & Mango 4-Fruit Blend",Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/20612667/b3/en/front/20612667_front_a06_@2.png,https://www.zehrs.ca/peaches-strawberries-pineapple-mango-4-fruit-blend/p/20612667_EA,"This frozen fruit medley is ideal for enjoying straight from the freezer whenever you’re ready. It’s an outstanding array of naturally sweet sliced peaches and whole strawberries with chunks of pineapple and mango. Blend in smoothies and milkshakes or use to top yogurt, cereal, ice cream and pancakes. Product Number: 20612667_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Pineapple, Dragon Fruit & Passion Fruit Tropical Fruit Blend",Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21289952/b3/en/front/21289952_front_a06_@2.png,https://www.zehrs.ca/pineapple-dragon-fruit-passion-fruit-tropical-frui/p/21289952_EA,"Enjoy a taste of the tropics all year round with this tangy and intensely colourful blend of pineapple, dragon fruit, and passion fruit purée. Use in place of fresh fruit in smoothies, milkshakes and desserts. Product Number: 21289952_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Peaches & Cream Corn,Zehrs,Frozen Food,4.99,https://assets.shop.loblaws.ca/products/20302676/b3/en/front/20302676_front_a06_@2.png,https://www.zehrs.ca/peaches-cream-corn/p/20302676_EA,Product Number: 20302676_EA
"Mangoes, Strawberries & Peaches Fruit Blend",Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21034229/b3/en/front/21034229_front_a06_@2.png,https://www.zehrs.ca/mangoes-strawberries-peaches-fruit-blend/p/21034229_EA,"Enjoy ripe, juicy mangoes, strawberries and peaches any time of year with this convenient frozen fruit blend. Whip up a smoothie bowl and finish with crunchy toppings from chia seeds to coconut flakes, stir into yogurt and oatmeal, and use to top cheesecake and ice cream. Product Number: 21034229_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Pizzeria Rising Crust Pepperoni Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106361/b3/en/front/21106361_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-rising-crust-pepperoni-pizza/p/21106361_EA,Dr. Oetker Giuseppe Pizzeria Rising Crust Pepperoni is made with real pizzeria inspired tomato sauce and mozzarella and finished with mouthwatering pepperoni. Product Number: 21106361_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Giuseppe Pizzeria Rising Crust 4 Meat Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106375/b3/en/front/21106375_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-rising-crust-4-meat-pizza/p/21106375_EA,"Dr. Oetker Giuseppe Pizzeria Rising Crust 4 Meat is made with real pizzeria inspired tomato sauce and mozzarella, and topped with mouthwatering pepperoni, sausage, seasoned beef and bacon. Product Number: 21106375_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Pizzeria Thin Crust Pepperoni Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/20904584/b3/en/front/20904584_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-thin-crust-pepperoni-pizza/p/20904584_EA,Dr. Oetker Giuseppe Pizzeria Thin Crust Pepperoni is made with real pizzeria inspired tomato sauce and mozzarella and finished with mouth-watering pepperoni. Product Number: 20904584_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
Giuseppe Pizzeria Rising Crust Deluxe Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106360/b3/en/front/21106360_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-rising-crust-deluxe-pizza/p/21106360_EA,"Dr. Oetker Giuseppe Pizzeria Rising Crust Deluxe is made with real pizzeria inspired tomato sauce and mozzarella, and topped with mouthwatering pepperoni, sausage, green and red peppers, red onions and black olives. Product Number: 21106360_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Thin Crust Canadian Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/20904520/b3/en/front/20904520_front_a06_@2.png,https://www.zehrs.ca/giuseppe-thin-crust-canadian-pizza/p/20904520_EA,"Dr. Oetker Giuseppe Pizzeria Thin Crust Canadian is made with real pizzeria inspired tomato sauce and mozzarella, and topped with mouth-watering pepperoni, Italian sausage, cheddar cheese, and bacon. Product Number: 20904520_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Giuseppe Pizza, 4 Cheese",Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106373/b3/en/front/21106373_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizza-4-cheese/p/21106373_EA,"Your mouth will water for this pizza. It's topped with mozzarella, cheddar, Monterey jack and parmesan cheeses on our delicious rising crust. Product Number: 21106373_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Chicken, Bacon and Caramelized Onion Flatbread",Zehrs,Frozen Food,5.99,https://assets.shop.loblaws.ca/products/21013452/b3/en/front/21013452_front_a06_@2.png,https://www.zehrs.ca/chicken-bacon-and-caramelized-onion-flatbread/p/21013452_EA,"Chicken and bacon and onion, oh my! This savoury flatbread twist on a traditional pizza topped with mozzarella cheese, roasted chicken, goat's milk cheese, bacon and caramelized onions. Sound pretty good? We agree. It's a quick and easy solve for an appetizer when hosting friends or can even be the main course alongside a nice salad. Become the host with the most you were always meant to be. Product Number: 21013452_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Ristorante Thin Crust Pepperoni Pizza,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20852957/b3/en/front/20852957_front_a06_@2.png,https://www.zehrs.ca/ristorante-thin-crust-pepperoni-pizza/p/20852957_EA,"Experience passion on your palate with Ristorante! Thin & crispy Italian-style pizza. Dr. Oetker Ristorante Pepperoni thin crust pizza is topped with delicious pepperoni, mozzarella & Edam cheese over our signature pizzeria-style tomato sauce. Enjoy delicious pizza moments with Dr Oetker! Product Number: 20852957_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Margherita Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21531415/b3/en/front/21531415_front_a06_@2.png,https://www.zehrs.ca/margherita-pizza/p/21531415_EA,"That’s right folks, pizza is all grown up. The PC ® Black Label Margherita Pizza has arrived , Canada! Double-fermented dough, hand tossed by a professional pizzaioli in Italy and stone baked for an exceptional airy crust with a beautiful light texture and crispness. Truly a pizza lover's classic, our margherita is topped with a creamy blend of mozzarella, hand-pulled buffalo's milk and stracciatella cheeses, Italian tomato sauce and finished with a bright burst of cherry tomatoes. Pair perfection tonight with a crisp pinot or even an ice-cold lager. Product Number: 21531415_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Pizzeria Rising Crust Hawaiian Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106359/b3/en/front/21106359_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-rising-crust-hawaiian-pizza/p/21106359_EA,"Dr. Oetker Giuseppe Pizzeria Rising Crust Hawaiian is made with real pizzeria inspired tomato sauce and mozzarella, and topped with ham and pineapple. Product Number: 21106359_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Ristorante Thin Crust Spinaci (Spinach) Pizza,Zehrs,Frozen Food,6.99,https://assets.shop.loblaws.ca/products/20296100001/b3/en/front/20296100001_front_a06_@2.png,https://www.zehrs.ca/ristorante-thin-crust-spinaci-spinach-pizza/p/20296100001_EA,"Experience passion on your palate with Ristorante! Thin & crispy Italian-style pizza. Dr. Oetker Ristorante Spinaci thin crust pizza is topped with delicious spinach, edam cheese and mozzarella cheese, over our hearty garlic sauce. Enjoy delicious pizza moments with Dr Oetker! Product Number: 20296100001_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Pizzeria Thin Crust Deluxe Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/20904583/b3/en/front/20904583_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-thin-crust-deluxe-pizza/p/20904583_EA,"Dr. Oetker Giuseppe Pizzeria Thin Crust Deluxe is made with real pizzeria inspired tomato sauce and mozzarella and topped with mouth-watering pepperoni, red and green peppers, mushrooms and red onions. Product Number: 20904583_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Giuseppe Pizzeria Rising Crust Canadian Pizza,Zehrs,Frozen Food,7.99,https://assets.shop.loblaws.ca/products/21106356/b3/en/front/21106356_front_a06_@2.png,https://www.zehrs.ca/giuseppe-pizzeria-rising-crust-canadian-pizza/p/21106356_EA,"Dr. Oetker Giuseppe Pizzeria Rising Crust Canadian is made with real pizzeria inspired tomato sauce and mozzarella, and topped with mouthwatering pepperoni, sausage, bacon, mushrooms and cheddar cheese. Product Number: 21106356_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
Cheese Frusta,Zehrs,Frozen Food,6,https://assets.shop.loblaws.ca/products/21549514/b3/en/front/21549514_front_a06_@2.png,https://www.zehrs.ca/cheese-frusta/p/21549514_EA,"Inspired by Italian street food, our PC® Cheese Frusta is made with 6-hour fermented dough before it gets hand folded and pinched twice in the middle to create a “boat”. This shape makes it portable, and perfect for on-the-go snacking. It’s stone-baked to get the crust just right, and topped with classic mozzarella cheese and tomato sauce. You may just want them by the boatload. Product Number: 21549514_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER"
"Thin Crust Pizza, Pepperoni",Zehrs,Frozen Food,3.5,https://assets.shop.loblaws.ca/products/21541441/b3/en/front/21541441_front_a06_@2.png,https://www.zehrs.ca/thin-crust-pizza-pepperoni/p/21541441_EA,Product Number: 21541441_EA NUTRITION FACTS & INGREDIENTS DISCLAIMER
